Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,UT,Utah,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,522",13.9,13.2,14.6,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,49,BO1,CAT1,HLTHPLN1,RESP054,"(39.360700171000474, -111.58713063499971)"
2014,VT,Vermont,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"6,115",93.3,92.5,94.1,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,50,BO1,CAT1,HLTHPLN1,RESP046,"(43.62538123900049, -72.51764079099962)"
2014,VT,Vermont,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,338,6.7,5.9,7.5,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,50,BO1,CAT1,HLTHPLN1,RESP054,"(43.62538123900049, -72.51764079099962)"
2014,VA,Virginia,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"8,620",87,85.9,88,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,51,BO1,CAT1,HLTHPLN1,RESP046,"(37.54268067400045, -78.45789046299967)"
2014,VA,Virginia,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,812,13.1,12,14.1,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,51,BO1,CAT1,HLTHPLN1,RESP054,"(37.54268067400045, -78.45789046299967)"
2014,WA,Washington,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"9,453",89.3,88.3,90.3,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,53,BO1,CAT1,HLTHPLN1,RESP046,"(47.52227862900048, -120.47001078999972)"
2014,WA,Washington,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,595,10.7,9.7,11.8,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,53,BO1,CAT1,HLTHPLN1,RESP054,"(47.52227862900048, -120.47001078999972)"
2014,WV,West Virginia,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"5,755",89.9,88.8,90.9,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,54,BO1,CAT1,HLTHPLN1,RESP046,"(38.66551020200046, -80.71264013499967)"
2014,WV,West Virginia,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,433,10.1,9.1,11.2,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,54,BO1,CAT1,HLTHPLN1,RESP054,"(38.66551020200046, -80.71264013499967)"
2014,WI,Wisconsin,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"6,623",91.5,90.4,92.6,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,55,BO1,CAT1,HLTHPLN1,RESP046,"(44.39319117400049, -89.81637074199966)"
2014,WI,Wisconsin,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,408,8.5,7.4,9.7,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,55,BO1,CAT1,HLTHPLN1,RESP054,"(44.39319117400049, -89.81637074199966)"
2014,WY,Wyoming,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"5,847",84.9,83.1,86.7,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,56,BO1,CAT1,HLTHPLN1,RESP046,"(43.23554134300048, -108.10983035299967)"
2014,WY,Wyoming,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,542,15.1,13.3,16.9,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,56,BO1,CAT1,HLTHPLN1,RESP054,"(43.23554134300048, -108.10983035299967)"
2014,GU,Guam,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"2,036",75.2,72.6,77.8,160,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,66,BO1,CAT1,HLTHPLN1,RESP046,"(13.444304, 144.793731)"
2014,GU,Guam,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,475,24.8,22.2,27.5,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,66,BO1,CAT1,HLTHPLN1,RESP054,"(13.444304, 144.793731)"
2014,PR,Puerto Rico,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"5,733",94.1,93.2,94.9,154,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,72,BO1,CAT1,HLTHPLN1,RESP046,"(18.220833, -66.590149)"
2014,PR,Puerto Rico,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,250,6,5.1,6.8,155,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,72,BO1,CAT1,HLTHPLN1,RESP054,"(18.220833, -66.590149)"
2014,UW,All States and DC (median) **,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,51,87.6,,,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,98,BO1,CAT1,HLTHPLN1,RESP046,
2014,UW,All States and DC (median) **,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,51,12.5,,,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,98,BO1,CAT1,HLTHPLN1,RESP054,
2014,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,53,87.6,,,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,99,BO1,CAT1,HLTHPLN1,RESP046,
2014,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,53,12.5,,,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,99,BO1,CAT1,HLTHPLN1,RESP054,
